method,701.4745525129675
hypothesis,385.06235736376306
that,297.3786183654444
may,280.31119233580995
analysis,200.80239740338783
hypothesis that,154.33055298715544
suggest,146.81966270918198
using,145.44800688517793
developed,141.39400668668864
experiment,140.83176468082308
method for,136.8425095757982
suggest that,128.26918034594362
might,118.16792136325333
used,114.41262521892597
be,105.20045381710457
the hypothesis,104.07116573941781
is,100.95270232211804
mechanism,99.65253339118733
were,93.96919810489372
a method,93.96338811987626
developed a,92.60306932791443
based,92.29172785545919
proposed,88.62914791310651
role,86.73922321891673
Figure,84.81635717425432
hypothesize,84.20344007319305
in,83.59099383783722
not,80.18534745053212
was,80.05949792730601
hypothesize that,78.56591707317074
approach,77.69251932036565
may be,77.1900245476974
that the,75.12934583073321
than,74.3271910550668
To,73.69308509924117
Fig,69.77150254028233
performed,67.5947911511644
described,67.53486153456933
based on,65.57358615505402
It,64.95501999632812
less,64.1320217915125
suggested,62.11910765328693
PPERCENT,61.91195214562376
has,61.771373466505565
act,61.673954310082244
hypothesized that,61.673954310082244
hypothesized,60.64503529526596
has been,59.32915794300456
role in,58.8493459470661
analysis of,55.555414364005415
method is,55.42640749169866
significant,55.217385973878805
might be,55.20874665325835
possible that,54.8263781327433
method of,54.25537492000285
Interestingly,54.151224997151715
could,53.841455039494235
this analysis,51.55220397872484
we performed,51.444182492569645
patients,51.383593620804035
Table,50.119318007779256
using a,49.99384411006898
hypothesis is,49.565705492453674
been,49.2213599173477
algorithm,48.13898117996622
cells,46.58590014462601
each,45.38111982109634
genes,44.9670437629806
identify,44.80398797958697
the method,44.64179765916016
explain,44.35889264600506
is that,44.15127873418598
examined,43.90935876342411
propose,43.200856925768036
no,42.81642670443399
used to,42.753132800097966
to identify,42.12249254619141
a role,42.098326877044
using the,41.82601838405188
have developed,41.531842325971475
It is,41.41400691509598
showed,40.780613380223286
suggested that,40.66267009148612
is possible,40.56875565098866
significantly,40.300053032438996
detection of,40.238571982639215
performed a,40.17679655338435
It has,39.83847937380925
we,39.559192743298645
thus,39.31686687268361
In our,39.27223533121511
these,39.07242140518496
women,38.79224190280963
evolved,38.623859340659344
a hypothesis,38.575847469946886
was not,38.122215378811326
used the,38.04943618605831
applied,37.352976229656186
development,37.29740065684215
analyzed,37.259560501006504
technique,36.68466216468305
in the,36.51124692549886
after,36.46197182430259
One,36.13262530535122
is to,36.07914102794437
al,36.00101445410909
uses,35.88736472953944
PPERCENT of,35.770387040829974
allows,35.57311239636027
cells were,35.41628287510976
this experiment,35.3057967283705
play a,34.96647662001096
observed,34.7959933882114
procedure,34.70491791921747
et,34.67574893259117
et al,34.67574893259117
analysis to,34.46940338435741
divided,34.46940338435741
were identified,34.46940338435741
shown,34.16341873964703
involved in,33.82744684468753
with,33.71660512767807
been suggested,33.58918248175183
explain the,33.58918248175183
explanation for,33.58918248175183
speculated,33.58918248175183
speculated that,33.58918248175183
not shown,33.491140729392505
to,33.4749106460316
activation,33.30203814695457
the statistical,33.29195853944649
explanation,33.28305630699739
propose that,33.28305630699739
to the,33.218047960020016
proposed that,33.13222194343349
time,32.86060536108068
whether,32.607311212217994
less likely,32.396682861109994
lower than,32.396682861109994
statistical,32.34604463294199
based method,32.282889304185325
described by,32.282889304185325
to quantify,32.282889304185325
we developed,32.282889304185325
had,32.206446912709154
These,31.77096281018931
responsible,31.69383475665146
quantify,31.6794890219192
sequence,31.637255964322332
contrast,31.335566955014993
when,31.289909563605054
all,31.262122844493422
detection,30.54693056024228
However,30.52670244646408
more,30.499806338810163
part,30.38652258724238
determined,30.376390402722535
can,30.11900769233246
estimate,30.000121371156006
grown,29.875202872847844
we used,29.817517196376674
but,29.638506525525532
possible,29.63653654961514
the fact,29.622583780024723
protocol,29.446426110070604
Thus,29.367094413149882
did,29.251589690868588
and therefore,29.145714430385905
for,29.136860699515626
been proposed,28.95470260977871
days,28.77294274418116
play,28.459870019180094
beneficial,28.3720472722794
insulin,28.237931468140467
form,28.19662251545202
data suggest,28.18991959742801
likely,28.106327775208154
during,28.009406014400696
a mechanism,27.98247491638796
could explain,27.98247491638796
only,27.92928105699281
ancestor,27.740384825458715
protect,27.740384825458715
speculate,27.740384825458715
speculate that,27.740384825458715
it,27.717794057124426
rather,27.711707615555838
mutant,27.644850380021754
did not,27.45319972847539
distance,27.319732848639777
Here we,27.30167318452866
