in order to compare ua and uplus  data we further normalized the data with a rank based normalization method,false,true,false,false,false,true,method
the first is based on clustering across the three matrices described above  whole data root shoot,false,true,false,true,false,false,method
in addition hrv power spectral analysis lightens the burden imposed on subjects during an experiment unlike invasive measurements i e  plasma catecholamine concentration and muscle sympathetic nerve activity,false,true,false,true,false,false,method
conventionally fret was determined by comparing the donor intensity of the donor acceptor sample to that of the donor only sample while concurrently comparing the acceptor intensity of the donor acceptor sample to that of the acceptor only sample  e g      table,true,true,true,false,false,false,method
to ensure that the alignment dataset was suitable for phylogenetic analyses likelihood mapping was carried out using the program treepuzzle,true,true,true,false,false,true,method
the extent of lipid peroxidation can be estimated by measurement of thiobarbituric reactive substances  tbars,false,true,false,false,false,true,method
on the other hand there was little consistency in genes with minimal cv,true,false,false,false,false,false,method
most publicly available data are stored as positive measured results and therefore most analyses have employed the most obvious method to infer interactions   a positive observation indicates an interaction whereas a negative observation or no observation does not,false,true,false,true,false,true,method
the ortholuge method reported here appears to significantly improve the specificity  precision  of high throughput ortholog prediction for both bacterial and eukaryotic species,true,false,false,true,false,true,method
the x axis depicts the nt site within the alignment,false,false,false,true,false,false,method
in the bioinformatics field a great deal of interest has been given to non negative matrix factorization technique  nmf  due to its capability of providing new insights and relevant information about the complex latent relationships in experimental data sets,true,true,true,true,false,false,method
was used to moderate the standard error of the estimated log fold changes,true,true,false,false,false,true,method
the interfacial stiffness was defined as the slope  nm  degree of the torque rotation curve  calculated from a linear regression analysis of the data between   and,true,true,false,false,false,false,method
for the lactating woman a short term method of contraception that poses no halakhic problem is that of the lactational amenorrhea method  lam,false,false,false,true,false,false,method
we here describe prodistin a new computational method allowing the functional clustering of proteins on the basis of protein protein interaction data,false,false,true,false,false,false,method
meanwhile novel methods in drug susceptibility testing have been developed such as the histidine rich protein ii  hrp  assay,false,true,false,false,false,false,method
we were able to measure the quantity of dye bound using time resolved fluorescence spectroscopy as an estimate of the ribozyme double helical content,true,true,true,false,false,true,method
they looked for genes whose expression in the high sigma e activity strain differed most from genes in the low sigma e activity strain and then searched upstream of these genes for promoters containing these sigma sites  the region to which the transcription machinery binds,true,true,true,false,false,false,method
by using different polymorphic tandem repeats  variable number tandem repeats  it is possible to discriminate strains for a low cost with ordinary molecular biology equipment and the data can be easily exchanged and compared,false,true,true,true,false,true,method
we introduce a method for determining the active reactions in a genome scale metabolic network based on a limited number of experimentally measured fluxes,false,true,true,false,false,false,method
we use an optimised version of our recently published composite scoring function qmean   in order to define an ensemble of reference models which is used to calculate the structural consensus score,false,true,true,true,false,true,method
we have developed a dna microarray based method for measuring transcript length on a genomic scale,false,true,true,false,false,false,method
further our implementation has been automated for affymetrix short oligonucleotide microarrays and can generate a list of candidate sfps when provided only with an experimental design file pointing to raw  cel files,false,true,true,true,false,true,method
strengths and limitations  in this trial health care providers were randomized rather than patients,true,false,false,false,false,false,method
dual modality spect  ct imaging enables to quantify with a high degree of precision blood pool localized in a specific area of interest  in our study the  soft  and  hard  tissues composing a limb,true,false,true,true,false,true,method
out of naturally contaminated infant formulae and environmental samples analysed for the presence of e  sakazakii were positive by real time pcr and by the conventional culture method giving  ppercent concordance with the iso idf reference method,true,true,true,false,false,false,method
the second method used was that of cumulated amounts  cusum    non routinely used by the systems in french guiana and used with a verification aim,true,true,false,false,false,false,method
enault and colleagues proposed an improved phylogenetic profile based on a normalized blastp bit score,false,true,false,false,false,true,method
the choice of the transition point  s  and the output format depend closely on one another   regardless of this the algorithm selects points that are consistent in their location on each distribution for any given analysis,false,false,false,true,false,true,method
the clones produced by star can be printed on microarray slides for hybridization with labeled cdnas from individual brains samples however the rare rna species must be enriched by amplification in order to give reliable hybridization signals,false,true,false,false,false,true,method
the decrease of the radiolabeled gtp  g protein complex was quantified by nitrocellulose filtration,true,true,false,false,false,false,method
subsequent linkage analyses were also conducted using solar,true,true,true,false,false,false,method
we designed a method for identifying transcript sequence pairs that are putatively orthologous between the two species considered,true,true,true,false,false,false,method
we designed a method for identifying transcript sequence pairs that are putatively orthologous between the two species considered,true,true,true,false,false,false,method
since c is known to be harmless it has been used in human subjects   particularly for mapping the spatial localization of metabolites using nmr spectroscopic imaging,false,true,true,true,false,true,method
susceptibility testing was performed by stokes  method   on iso sensitest  oxoid limited basingstoke uk  agar plates,true,true,false,false,false,false,method
a graph clustering method based on flow simulation  markov chain graph clustering mcl  was used to identify clusters in this network that correspond to the sets of coexpressed genes,true,true,false,false,false,true,method
moreover a longitudinal study on response to influenza vaccine demonstrated a significant increase of antigen specific ifn   gene expression two weeks after immunization declining thereafter whereas increased il gene expression was still detectable four months after vaccination,true,true,false,false,false,false,method
it is propelled by peristalsis and disposable,false,true,false,true,false,false,method
we present a method that harnesses the statistical power provided by having several hdonas available which are obtained under similar conditions except for the experimental factor,false,true,true,true,false,false,method
in a previous paper   we introduced an alternative bayesian framework for modelling hierarchical classes,true,false,false,false,false,false,method
the square of the product moment correlation coefficient  r  is a measure of their common variance and   ris an estimate of error variance and thus a measure of fa,false,false,false,true,false,false,method
here we describe a method for the detection of rate shifting sites in a protein across all lineages in the phylogeny,false,false,true,false,false,false,method
the air sampling and extraction methodology developed in this study should be applicable to the detection of rhinovirus and other airborne viruses in the indoor air of offices and schools,false,true,false,true,false,true,method
one approach to the evaluation of this natural behaviour of qt dynamics is to evaluate it over several minutes of stable narrow ranges of heart rate,false,false,false,true,false,true,method
in this paper we have used our evolutionary design method to design cis regulatory domains of single operons,false,true,false,false,false,true,method
the classic method of following the cellular activity of hspinhibitors is through the proteasome dependent degradation of hspclient proteins such as erbband akt and the concomitant loss of signaling through the affected pathways as determined by for example decreased akt phosphorylation,true,true,true,true,false,false,method
spurious correlations between adjacent and periodically spaced genes were previously identified by gene gene correlations across experimental datasets encompassing multiple microarrays,true,true,true,false,false,false,method
a widely used method in metabolomics is principal component analysis,false,true,false,true,false,false,method
in the study by blackshaw et al    the candidate photoreceptor specific genes were selected by comparative analysis between sage libraries on the basis of four chosen criteria  see results section,true,true,false,false,false,false,method
historically serological analysis of allele specific sera was used to identify the structural differences on the surface of the hla molecules due to the nucleotide present at the site of the polymorphism,true,true,false,false,false,true,method
the apparent lumen width is measured using a digital measuring tool included in the visualisation software,true,true,true,true,false,false,method
conventional selective venous catheterization may represent an additional method to guide the surgeon to the cervical site that has to be operated on,false,false,false,true,false,true,method
another approach proposed by joung et al    tries to combine multiple information sources to extract the mrms,false,true,false,true,false,true,method
other approaches to the quantification of the er and the pr described in the literature have used antibody conjugated fluorophores and fluorescent microscopy systems,false,true,false,false,false,false,method
these sequences were used to search for the nearly invariant nucleotides of the inverse core  aac  and core  gtt  sites separated by a distance typical of previously identified attc sites  to bp   figure a,true,true,true,false,false,true,method
furthermore washburn and colleagues  zybailov et al  have shown that the spectral counts quantitative method performed as well or better than stable isotope labeling based quantitation methods when determining relative change calls,true,true,true,false,false,false,method
allowing the decomposition into a periodic part and an unbounded part as described previously,false,true,true,false,false,false,method
in the microarray format the most commonly used procedure is the differential hybridization of a fluorescently labelled target often a pcr product with microarray immobilized oligonucleotide probes,false,true,false,true,false,false,method
the initial item generation was designed to get the patients to describe all their daily life concerns within the five pre selected domains,true,true,false,true,false,true,method
papis et al    as well as landa and tepla   vitrified bovine oocytes and cell mouse embryo in  l droplets a minimal volume of vitrified sample directly into a styrofoam box filled with liquid nitrogen,false,true,false,true,false,false,method
in addition the authors of these studies included subjects who had dropped out of the study,true,true,false,false,false,false,method
the probe was refrigerated to   c and its effectiveness was evaluated during continuous monitoring of the cardiac electrical activity,true,true,false,false,false,false,method
a method here referred to as the smoother appeared in,true,true,false,false,false,false,method
here we propose a method that predicts nssnps based on the svm,false,true,false,true,false,false,method
for this purpose and because of concerns related to the available genotyping techniques mentioned above we developed a novel analysis method based on classical detection of genetic variants by dideoxy fingerprinting,true,true,false,true,false,false,method
moreover apart from its intrinsic utility one of the other important contributions of this approach is that it was the first to be made available on line,true,true,false,true,false,true,method
we construct several datasets by a unique method depending on two parameters max gap and min len,false,false,true,false,false,false,method
two related papers   describe a method for local structural similarity detection which is of great relevance since it is able to evaluate the statistical significance of each match,false,false,false,true,false,true,method
one of the oldest and most straightforward methods for analyzing survival data is to compute the life table,false,false,true,true,false,true,method
wang and xu   overcame this limitation by designing an algorithm with a global optimization goal,true,false,true,false,false,false,method
using the complete predicted protein sets of each organism we ran reciprocal blastp analyses to identify putative orthologs between e  histolytica and d  discodeum using only proteins that hit a cognate with an e value of   and requiring that each protein return its cognate from the other genome as a best hit when used as a query,false,true,true,false,false,true,method
lamp is also applicable to rna upon use of reverse transcriptase  rtase  together with dna polymerase,false,false,false,true,false,false,method
here we propose a new and unbiased approach that is capable of inducing intermediate scale conformational changes by continually applying a local perturbation throughout a short md simulation,false,false,true,true,false,false,method
here we propose an integrated statistical method to estimate the effective snp size,false,false,false,false,false,false,method
yet another straightforward and popular method is to select a classification that maximizes a measure of difference between the two groups such as the p value of a chi square statistic,false,false,false,true,false,true,method
recently we developed a novel methodology that can rapidly identify the differences between two populations of dna,true,false,false,false,false,true,method
we developed a gene cluster classification method that circumvents these limitations and links biological function with gene expression patterns derived from microarray experiments,true,true,false,true,false,false,method
the method will allow for the detection of any subjects that have probe set values that differ drastically from a mean and outside of a certain threshold  e g  standard deviations from a mean,false,false,true,false,false,true,method
then the pellet of white cells was collected  in accordance with a previously described approach    and incubated with fitc conjugated mouse anti human epithelial antibody  hea   miltenyi bergisch gladbach germany  and live cells in suspension were applied to a poly l lysine treated slide which was analyzed using a laser scanning cytometer   compucyte corporation cambridge ma usa,true,true,true,false,false,false,method
recently an isothermal wga method was introduced using bacteriophage fdna polymerase and random hexamer primers,true,true,true,false,false,false,method
here we present a new method for multiplex pcr that simplifies assay development and provides several technological advantages that facilitate fluorescence based ssr genotyping and the multiplexed preparation of dna templates for snp detection,false,true,false,true,false,false,method
we use an optimized tobacco etch virus  tev  protease variant combined with selective target binding to achieve complete and rapid deprotection of the n degron tagged proteins,false,true,false,false,false,true,method
also at these accumulation potentials mmc is so strongly adsorbed at the mercury electrode that the mmc layer can be washed and transferred to the electrolyte  not containing any dissolved mmc  where it produces a response similar to that obtained with the electrode immersed in the mmc solution,false,true,true,true,false,true,method
recently we have introduced a new automated method for the assay of the plasma antioxidant capacity based on the bleaching of crocin,false,true,true,false,false,false,method
these specialists may be responsible for merging similar records or for avoiding duplicate entry,false,false,true,false,false,true,method
from a purely statistical perspective this means that gam is declared above the threshold when the statistical probability of the true population value of gam exceeding the threshold is above ppercent,false,true,true,true,false,false,method
for example the film method is useful for chasing donor cells that are labeled with gfp in an acceptor body,false,true,true,true,false,false,method
the sortase srta is known to recognize lpxtg sequences and catalyze a transpeptidation that attaches the target protein to the cell wall,false,true,false,true,false,true,method
in most published svr studies we have examined these model parameters were determined one at a time by first fixing all other parameters then letting the parameter take a range of different values and thus identifying the value that corresponds to the best model performance assessed by cross validation,true,true,true,true,false,false,method
cherkassky and ma   advocated picking two of the three svr model parameters  e and c  from training data based on characterizations of the data such as noise level and sample number,false,true,true,false,false,false,method
they were asked to passively observe the displays,true,true,false,false,false,true,method
southern cameroon farmers seldom use chemical control certainly because of the fall of the state aid related to the economic crisis,true,true,false,true,false,false,method
it does so by computing maximum likelihood estimates of the slope over time given the data observed and the covariance structure within subjects,false,true,false,true,false,false,method
another way to obtain suboptimal solutions from a hmm is to do hmm sampling,false,false,false,true,false,true,method
ii  the identification of consistent steady state metabolic and regulatory behaviors in a given constant environment using an extreme pathway analysis  covert and palsson,false,false,true,false,false,false,method
briefly in a given cluster each sequence is successively fixed as a  family model sequence  and tested against all other family members using leon,false,true,true,true,false,false,method
unlike previous studies exploring compliance with itn use   this study relied on the combined collection of self reported information and direct observation,false,true,true,false,false,false,method
a pseudo rapid kinetic method for studying transcription was developed by using an immobilized template dna packed in a minute column in a micro scale liquid chromatography system,true,true,true,false,false,true,method
reduce requires only a single expression dataset and makes use of the entire genomic dataset  both signal and background  to assess the significance of individual motifs,false,false,false,true,false,true,method
given variation in squirrel and capuchin monkey size and consequently in allometric shape variation associated with those size differences a normalization technique to scale data and remove allometric effects was applied,true,true,false,false,false,true,method
we developed a method for the specific detection of hav negative strand rna by rna dna hybridization and luminescence detection using an anti rna  dna hybrid antibody,true,false,true,false,false,false,method
in this paper we introduce a bootstrap procedure to test the null hypothesis that each gene has the same relevance between two conditions where the relevance is represented by the shapley value of a particular coalitional game defined on a microarray data set,false,true,false,true,false,true,method
the mlva method can be applied to s  uberis genotyping and constitutes an interesting complement to existing typing methods,false,true,false,true,false,true,method
the most widely accepted method employs the  constant majority  method which assumes that the majority of reporters do not change in ratio,false,true,false,true,false,true,method
based on the optimal properties for vigs inserts defined by the above experiments we developed a cdna library synthesis method suitable for constructing vigs libraries,true,true,false,true,false,false,method
in that paper our pka measurements on acetic acid in dmso water systems were based on the potentiometric method using properly calibrated glass electrodes which determine the activity of h and on estimates of the activity coefficients of the acetate ion,true,true,true,true,false,false,method
to address this problem the d  melanogaster reference sequence was set aside and the method of anson and meyers   was used to optimize the alignment of each component read of each d  simulans line with respect to a d  simulans only consensus sequence,true,true,false,false,false,true,method
these include synapse enriched multi domain proteins containing one or several pdz domains and proteins devoid of pdz domains,false,false,true,false,false,false,method
we extended this method for the detection quantification and analysis of recombination products in both male and female germ lines,true,false,false,false,false,false,method
one can then use pcr to test whether a particular region of interest is present in such samples thereby determining the extent of the deletion,false,false,true,true,false,true,method
for genes that could not be grouped into coordinately perturbed functional classes a further statistical assessment was performed through significance analysis of time series data using edge,true,true,true,false,false,true,method
in contrast to the cluster and enrichment analysis techniques mentioned above the analysis is not restricted to single differentially expressed genes   rather all possible gene pairs are explored for phenotype related dependencies and interactions,false,true,false,true,false,false,method
the model investigated in this work is simulated using the gillespie algorithm   implemented as a c function linked to matlab  the mathworks inc,true,true,true,true,false,false,method
codes were then applied to all other related passages of text,true,true,false,false,false,false,method
the aim of this report is to describe our research method for detecting delirium in the icu,false,false,true,true,false,true,method
to date only one method for prediction of the residue depth based on the protein sequence was developed,true,true,false,false,false,true,method
an alternative approach to correct for multiple testing could be to use permutation testing and assess the distribution of a maximum test statistic or minimum p value after repeating the entire two stage procedure n times  for example with n,false,false,true,false,false,true,method
investigating whether different sidechain repacking could alter this discrepancy a scheme for packing sidechains towards protein structure has been derived from a mean field framework  figure,false,true,true,true,false,true,method
we have developed a novel method for selecting significant genes in comparative gene expression studies,false,true,false,false,false,false,method
the most popular bioconjugation technique involves the use of a zero length crosslinker ethyl  dimethylaminopropyl  carbodiimide hydrochloride  edchcl    in the presence of a hydrophilic active group n hydroxysulfosuccinimide  sulfo nhs    for the formation of a stable amide bond between carboxylic acid functionalized qds  qd cooh  and any biomolecules containing a primary amine    figure,true,false,true,true,false,false,method
box jenkins modeling also called the autoregressive integrated moving average  arima  method seems promising for complementing infectious disease theories by describing the component structure   non explanatory  analysis  of statistical time series,false,true,true,true,false,false,method
the second generation of ss prediction methods started by the method of garnier osguthorpe and robson  gor method    and improved in several steps,true,true,false,false,false,false,method
